DR_NO,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc
200910384,06/01/2020 12:00:00 AM,1730,Van Nuys,BURGLARY
200717315,12/21/2020 12:00:00 AM,615,Wilshire,VEHICLE - STOLEN
200807574,03/17/2020 12:00:00 AM,1800,West LA,BURGLARY FROM VEHICLE
200307386,01/24/2020 12:00:00 AM,1630,Southwest,THEFT PLAIN - PETTY ($950 & UNDER)
200908950,04/26/2020 12:00:00 AM,1540,Van Nuys,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
200307675,02/29/2020 12:00:00 AM,2155,Southwest,BATTERY - SIMPLE ASSAULT
200917489,11/18/2020 12:00:00 AM,1730,Van Nuys,VEHICLE - STOLEN
201108817,04/28/2020 12:00:00 AM,615,Northeast,BURGLARY
200307178,02/22/2020 12:00:00 AM,230,Southwest,BATTERY - SIMPLE ASSAULT
201013718,09/04/2020 12:00:00 AM,800,West Valley,THEFT OF IDENTITY
201007935,03/17/2020 12:00:00 AM,830,West Valley,THEFT PLAIN - PETTY ($950 & UNDER)
200707981,04/02/2020 12:00:00 AM,1700,Wilshire,BURGLARY
200705659,02/03/2020 12:00:00 AM,1255,Wilshire,DISTURBING THE PEACE
200206983,02/28/2020 12:00:00 AM,940,Rampart,ROBBERY
221209255,08/28/2020 12:00:00 AM,1325,77th Street,THEFT OF IDENTITY
200206959,02/27/2020 12:00:00 AM,730,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200717104,12/11/2020 12:00:00 AM,1500,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200914044,08/27/2020 12:00:00 AM,815,Van Nuys,CRIMINAL THREATS - NO WEAPON DISPLAYED
200406207,02/25/2020 12:00:00 AM,630,Hollenbeck,BURGLARY FROM VEHICLE
200210740,03/28/2020 12:00:00 AM,900,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200304397,01/07/2020 12:00:00 AM,1700,Southwest,VIOLATION OF COURT ORDER
200307434,02/24/2020 12:00:00 AM,1500,Southwest,BURGLARY FROM VEHICLE
200112370,05/30/2020 12:00:00 AM,350,Central,ROBBERY
200812259,05/05/2020 12:00:00 AM,1215,West LA,THEFT PLAIN - PETTY ($950 & UNDER)
200807939,03/31/2020 12:00:00 AM,1915,West LA,BURGLARY FROM VEHICLE
201111127,07/03/2020 12:00:00 AM,2100,Northeast,VEHICLE - STOLEN
200615202,09/10/2020 12:00:00 AM,1330,Hollywood,BATTERY - SIMPLE ASSAULT
200206941,02/27/2020 12:00:00 AM,1255,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200707587,03/17/2020 12:00:00 AM,500,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200107765,02/24/2020 12:00:00 AM,1930,Central,BURGLARY FROM VEHICLE
200307663,02/29/2020 12:00:00 AM,1700,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200406289,02/26/2020 12:00:00 AM,2330,Hollenbeck,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200409054,05/20/2020 12:00:00 AM,700,Hollenbeck,BATTERY - SIMPLE ASSAULT
201015388,11/25/2020 12:00:00 AM,100,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT
200707892,03/31/2020 12:00:00 AM,1400,Wilshire,TRESPASSING
200615918,09/26/2020 12:00:00 AM,1200,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200107928,02/25/2020 12:00:00 AM,2000,Central,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200604854,01/19/2020 12:00:00 AM,200,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200307535,02/27/2020 12:00:00 AM,2145,Southwest,EXTORTION
200500564,02/22/2020 12:00:00 AM,2150,Harbor,DISCHARGE FIREARMS/SHOTS FIRED
200412767,09/12/2020 12:00:00 AM,2340,Hollenbeck,CRIMINAL THREATS - NO WEAPON DISPLAYED
200504726,01/17/2020 12:00:00 AM,1545,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200206948,02/27/2020 12:00:00 AM,2000,Rampart,VEHICLE - STOLEN
201010288,06/22/2020 12:00:00 AM,2100,West Valley,VEHICLE - STOLEN
200615784,09/23/2020 12:00:00 AM,245,Hollywood,BRANDISH WEAPON
200907565,03/17/2020 12:00:00 AM,1430,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER)
200811021,06/23/2020 12:00:00 AM,1300,West LA,BIKE - STOLEN
200406251,02/27/2020 12:00:00 AM,830,Hollenbeck,BATTERY - SIMPLE ASSAULT
201014521,10/27/2020 12:00:00 AM,2100,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200915681,09/19/2020 12:00:00 AM,1800,Van Nuys,DOCUMENT FORGERY / STOLEN FELONY
201012735,09/03/2020 12:00:00 AM,2130,West Valley,VEHICLE - STOLEN
200712610,08/09/2020 12:00:00 AM,1900,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER)
201805561,01/29/2020 12:00:00 AM,1815,Southeast,BURGLARY FROM VEHICLE
200506332,02/24/2020 12:00:00 AM,1225,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
201105442,01/26/2020 12:00:00 AM,2230,Northeast,BURGLARY FROM VEHICLE
200713776,09/12/2020 12:00:00 AM,1817,Wilshire,VIOLATION OF RESTRAINING ORDER
200609961,05/07/2020 12:00:00 AM,1342,Hollywood,ARSON
201013805,10/06/2020 12:00:00 AM,1945,West Valley,BURGLARY
200207103,03/01/2020 12:00:00 AM,1000,Rampart,BURGLARY FROM VEHICLE
200805932,02/12/2020 12:00:00 AM,1820,West LA,CHILD ANNOYING (17YRS & UNDER)
200206965,02/27/2020 12:00:00 AM,130,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200307659,02/27/2020 12:00:00 AM,2300,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200511549,07/05/2020 12:00:00 AM,1930,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200616917,10/19/2020 12:00:00 AM,1135,Hollywood,BATTERY WITH SEXUAL CONTACT
200412987,09/20/2020 12:00:00 AM,2300,Hollenbeck,CRIMINAL THREATS - NO WEAPON DISPLAYED
200600748,06/26/2020 12:00:00 AM,445,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER)
200500595,03/30/2020 12:00:00 AM,1020,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200307732,03/02/2020 12:00:00 AM,1341,Southwest,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200307420,02/26/2020 12:00:00 AM,1300,Southwest,THEFT PLAIN - PETTY ($950 & UNDER)
200617645,11/04/2020 12:00:00 AM,1800,Hollywood,BURGLARY
200715813,11/09/2020 12:00:00 AM,1130,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER)
200208489,04/01/2020 12:00:00 AM,1130,Rampart,BATTERY - SIMPLE ASSAULT
201105317,01/31/2020 12:00:00 AM,1,Northeast,SHOTS FIRED AT INHABITED DWELLING
200614280,08/21/2020 12:00:00 AM,2200,Hollywood,VEHICLE - STOLEN
200412499,09/06/2020 12:00:00 AM,630,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER)
200307299,02/17/2020 12:00:00 AM,1230,Southwest,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200613085,07/24/2020 12:00:00 AM,20,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED
201205278,01/15/2020 12:00:00 AM,1200,77th Street,BURGLARY
200206771,02/24/2020 12:00:00 AM,400,Rampart,BIKE - STOLEN
200107883,02/25/2020 12:00:00 AM,1041,Central,BATTERY WITH SEXUAL CONTACT
200208249,03/26/2020 12:00:00 AM,1100,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200306852,02/17/2020 12:00:00 AM,1855,Southwest,ROBBERY
200307389,02/25/2020 12:00:00 AM,1955,Southwest,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200112572,05/29/2020 12:00:00 AM,1900,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200215191,09/19/2020 12:00:00 AM,45,Rampart,BATTERY - SIMPLE ASSAULT
201005638,02/06/2020 12:00:00 AM,1550,West Valley,ROBBERY
200107902,02/23/2020 12:00:00 AM,800,Central,BATTERY - SIMPLE ASSAULT
201106441,03/06/2020 12:00:00 AM,1700,Northeast,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
200207009,02/28/2020 12:00:00 AM,800,Rampart,BIKE - STOLEN
200407578,04/03/2020 12:00:00 AM,1700,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200307519,02/27/2020 12:00:00 AM,2230,Southwest,VEHICLE - STOLEN
200611069,06/04/2020 12:00:00 AM,2100,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
201114436,10/06/2020 12:00:00 AM,1900,Northeast,THEFT PLAIN - PETTY ($950 & UNDER)
200122928,12/25/2020 12:00:00 AM,1400,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200108044,02/28/2020 12:00:00 AM,1110,Central,ROBBERY
200406152,02/25/2020 12:00:00 AM,330,Hollenbeck,TRESPASSING
200913859,08/22/2020 12:00:00 AM,2100,Van Nuys,DOCUMENT WORTHLESS ($200 & UNDER)
201111199,07/06/2020 12:00:00 AM,1830,Northeast,VEHICLE - STOLEN
200809762,05/21/2020 12:00:00 AM,2030,West LA,VIOLATION OF RESTRAINING ORDER
200817861,12/23/2020 12:00:00 AM,1150,West LA,BRANDISH WEAPON
200513336,08/24/2020 12:00:00 AM,245,Harbor,BURGLARY
201105925,02/07/2020 12:00:00 AM,2000,Northeast,THEFT OF IDENTITY
201005788,02/10/2020 12:00:00 AM,1500,West Valley,THEFT PLAIN - PETTY ($950 & UNDER)
200317519,09/18/2020 12:00:00 AM,2130,Southwest,VEHICLE - STOLEN
211614541,12/21/2020 12:00:00 AM,730,Foothill,VEHICLE - STOLEN
200307528,02/27/2020 12:00:00 AM,1045,Southwest,THEFT PLAIN - PETTY ($950 & UNDER)
200317661,09/20/2020 12:00:00 AM,2100,Southwest,VEHICLE - STOLEN
200516029,10/30/2020 12:00:00 AM,1340,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200813291,08/24/2020 12:00:00 AM,1805,West LA,BURGLARY
200613310,07/30/2020 12:00:00 AM,1125,Hollywood,TRESPASSING
201106719,02/29/2020 12:00:00 AM,130,Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200305735,01/29/2020 12:00:00 AM,1935,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT
200109938,03/05/2020 12:00:00 AM,1630,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200307471,02/27/2020 12:00:00 AM,520,Southwest,BURGLARY FROM VEHICLE
200107957,02/26/2020 12:00:00 AM,2020,Central,BURGLARY FROM VEHICLE
200307539,02/28/2020 12:00:00 AM,845,Southwest,BURGLARY
200206938,02/27/2020 12:00:00 AM,1020,Rampart,BURGLARY
200309415,04/03/2020 12:00:00 AM,2235,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200717379,12/03/2020 12:00:00 AM,2200,Wilshire,VEHICLE - STOLEN
200206956,02/28/2020 12:00:00 AM,915,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200109882,03/27/2020 12:00:00 AM,2300,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200709467,05/18/2020 12:00:00 AM,1645,Wilshire,BURGLARY
200918289,12/09/2020 12:00:00 AM,900,Van Nuys,BURGLARY
200307249,02/23/2020 12:00:00 AM,2230,Southwest,CHILD NEGLECT (SEE 300 W.I.C.)
201010885,07/11/2020 12:00:00 AM,1420,West Valley,THEFT PLAIN - PETTY ($950 & UNDER)
200307309,02/24/2020 12:00:00 AM,945,Southwest,BATTERY - SIMPLE ASSAULT
200717231,12/17/2020 12:00:00 AM,2230,Wilshire,BURGLARY
200516133,10/31/2020 12:00:00 AM,1800,Harbor,STALKING
200914495,02/18/2020 12:00:00 AM,1200,Van Nuys,"BUNCO, GRAND THEFT"
200407448,03/30/2020 12:00:00 AM,2000,Hollenbeck,VEHICLE - STOLEN
200206845,02/25/2020 12:00:00 AM,2245,Rampart,THEFT PLAIN - PETTY ($950 & UNDER)
200305518,01/26/2020 12:00:00 AM,1121,Southwest,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)"
201216048,07/06/2020 12:00:00 AM,710,77th Street,THEFT PLAIN - PETTY ($950 & UNDER)
200615512,09/17/2020 12:00:00 AM,800,Hollywood,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200406319,02/26/2020 12:00:00 AM,1900,Hollenbeck,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
201109696,05/23/2020 12:00:00 AM,1200,Northeast,INTIMATE PARTNER - SIMPLE ASSAULT
200409123,05/22/2020 12:00:00 AM,1000,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER)
200215043,09/10/2020 12:00:00 AM,1700,Rampart,THEFT PLAIN - PETTY ($950 & UNDER)
200509659,05/19/2020 12:00:00 AM,1330,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200810161,05/31/2020 12:00:00 AM,1444,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
201011028,07/15/2020 12:00:00 AM,2120,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT
200714455,08/23/2020 12:00:00 AM,2030,Wilshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200206912,02/27/2020 12:00:00 AM,430,Rampart,BRANDISH WEAPON
200810440,03/18/2020 12:00:00 AM,1045,West LA,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
200709389,05/17/2020 12:00:00 AM,1400,Wilshire,"BUNCO, PETTY THEFT"
200816237,11/09/2020 12:00:00 AM,930,West LA,"BUNCO, GRAND THEFT"
200712294,08/01/2020 12:00:00 AM,1500,Wilshire,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
201415827,08/19/2020 12:00:00 AM,615,Pacific,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)"
200904756,01/13/2020 12:00:00 AM,1115,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT
200112172,05/26/2020 12:00:00 AM,130,Central,THEFT PLAIN - PETTY ($950 & UNDER)
200313970,07/10/2020 12:00:00 AM,1530,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200515197,10/09/2020 12:00:00 AM,1700,Harbor,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT
200814296,09/19/2020 12:00:00 AM,1600,West LA,BIKE - STOLEN
200717493,12/25/2020 12:00:00 AM,2000,Wilshire,VEHICLE - STOLEN
200406334,02/29/2020 12:00:00 AM,1020,Hollenbeck,VEHICLE - STOLEN
200407417,03/30/2020 12:00:00 AM,1000,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200709288,05/15/2020 12:00:00 AM,2000,Wilshire,VEHICLE - STOLEN
200306673,02/14/2020 12:00:00 AM,2030,Southwest,RESISTING ARREST
200511077,06/26/2020 12:00:00 AM,530,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200608477,03/26/2020 12:00:00 AM,2115,Hollywood,BATTERY - SIMPLE ASSAULT
200811557,07/01/2020 12:00:00 AM,1130,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200406162,02/25/2020 12:00:00 AM,745,Hollenbeck,OTHER ASSAULT
201110661,06/21/2020 12:00:00 AM,835,Northeast,THEFT PLAIN - PETTY ($950 & UNDER)
200809335,05/11/2020 12:00:00 AM,100,West LA,VEHICLE - STOLEN
201105313,01/23/2020 12:00:00 AM,1700,Northeast,BURGLARY FROM VEHICLE
200108096,02/28/2020 12:00:00 AM,1800,Central,BATTERY - SIMPLE ASSAULT
200807648,03/24/2020 12:00:00 AM,1300,West LA,EXTORTION
200107813,02/22/2020 12:00:00 AM,2015,Central,BURGLARY FROM VEHICLE
200600924,12/05/2020 12:00:00 AM,2205,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED
201219898,09/03/2020 12:00:00 AM,640,77th Street,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
201110462,06/14/2020 12:00:00 AM,1930,Northeast,BURGLARY FROM VEHICLE
200619510,12/21/2020 12:00:00 AM,1400,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER)
211716399,11/07/2020 12:00:00 AM,1700,Devonshire,ORAL COPULATION
200815866,10/29/2020 12:00:00 AM,655,West LA,BURGLARY FROM VEHICLE
200915465,10/03/2020 12:00:00 AM,1840,Van Nuys,BATTERY - SIMPLE ASSAULT
200504326,01/07/2020 12:00:00 AM,2045,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200112353,05/29/2020 12:00:00 AM,2115,Central,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200518175,12/24/2020 12:00:00 AM,2335,Harbor,DISCHARGE FIREARMS/SHOTS FIRED
200619334,12/16/2020 12:00:00 AM,1930,Hollywood,OTHER MISCELLANEOUS CRIME
200208467,04/01/2020 12:00:00 AM,1800,Rampart,BURGLARY FROM VEHICLE
200608676,04/03/2020 12:00:00 AM,2000,Hollywood,VIOLATION OF RESTRAINING ORDER
200514834,10/03/2020 12:00:00 AM,2015,Harbor,BATTERY - SIMPLE ASSAULT
200206630,02/07/2020 12:00:00 AM,2100,Rampart,CHILD ANNOYING (17YRS & UNDER)
201917640,12/02/2020 12:00:00 AM,1140,Mission,BATTERY - SIMPLE ASSAULT
200312967,06/20/2020 12:00:00 AM,2000,Southwest,VEHICLE - STOLEN
200211426,06/17/2020 12:00:00 AM,350,Rampart,INTIMATE PARTNER - AGGRAVATED ASSAULT
200309236,03/24/2020 12:00:00 AM,1555,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200515890,10/27/2020 12:00:00 AM,1730,Harbor,VEHICLE - STOLEN
200308912,03/22/2020 12:00:00 AM,1840,Southwest,BATTERY - SIMPLE ASSAULT
200804753,01/17/2020 12:00:00 AM,820,West LA,BATTERY - SIMPLE ASSAULT
200206967,02/26/2020 12:00:00 AM,750,Rampart,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200107922,02/27/2020 12:00:00 AM,50,Central,BATTERY - SIMPLE ASSAULT
200607488,03/04/2020 12:00:00 AM,400,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200812897,08/12/2020 12:00:00 AM,500,West LA,BURGLARY
200307383,02/23/2020 12:00:00 AM,2200,Southwest,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200711643,07/07/2020 12:00:00 AM,1100,Wilshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200712126,07/28/2020 12:00:00 AM,1245,Wilshire,THEFT PLAIN - PETTY ($950 & UNDER)
200206581,02/21/2020 12:00:00 AM,335,Rampart,BRANDISH WEAPON
200300777,08/13/2020 12:00:00 AM,1100,Southwest,CHILD NEGLECT (SEE 300 W.I.C.)
200506347,02/25/2020 12:00:00 AM,300,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200108004,02/28/2020 12:00:00 AM,45,Central,ROBBERY
200320551,11/18/2020 12:00:00 AM,615,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200907749,03/22/2020 12:00:00 AM,1000,Van Nuys,BURGLARY FROM VEHICLE
200215052,09/14/2020 12:00:00 AM,1600,Rampart,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200108043,02/24/2020 12:00:00 AM,1500,Central,THEFT OF IDENTITY
200506358,02/24/2020 12:00:00 AM,1200,Harbor,BATTERY - SIMPLE ASSAULT
200505627,02/08/2020 12:00:00 AM,1110,Harbor,FAILURE TO YIELD
201006023,02/15/2020 12:00:00 AM,2100,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT
200207073,02/01/2020 12:00:00 AM,1200,Rampart,BURGLARY
200809495,04/26/2020 12:00:00 AM,1800,West LA,BURGLARY
200610168,05/12/2020 12:00:00 AM,1230,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER)
200918664,12/20/2020 12:00:00 AM,1200,Van Nuys,BATTERY - SIMPLE ASSAULT
220510443,12/28/2020 12:00:00 AM,1200,Harbor,THEFT OF IDENTITY
200505847,02/05/2020 12:00:00 AM,1900,Harbor,"BUNCO, GRAND THEFT"
200307593,02/28/2020 12:00:00 AM,2200,Southwest,ROBBERY
200118011,09/15/2020 12:00:00 AM,2000,Central,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
201016091,12/14/2020 12:00:00 AM,1800,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200406305,02/27/2020 12:00:00 AM,1350,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER)
200811709,07/06/2020 12:00:00 AM,522,West LA,BURGLARY
200814837,10/03/2020 12:00:00 AM,800,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200506556,02/29/2020 12:00:00 AM,1300,Harbor,"BUNCO, GRAND THEFT"
200311860,05/25/2020 12:00:00 AM,1150,Southwest,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200817382,12/09/2020 12:00:00 AM,1230,West LA,"BUNCO, GRAND THEFT"
200617303,10/27/2020 12:00:00 AM,1310,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200311940,05/26/2020 12:00:00 AM,2145,Southwest,BATTERY - SIMPLE ASSAULT
200919011,12/30/2020 12:00:00 AM,55,Van Nuys,BURGLARY
200107935,02/25/2020 12:00:00 AM,2330,Central,BATTERY WITH SEXUAL CONTACT
200707122,03/07/2020 12:00:00 AM,2000,Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200710288,06/11/2020 12:00:00 AM,2010,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200905892,02/08/2020 12:00:00 AM,1315,Van Nuys,VIOLATION OF COURT ORDER
200107881,02/26/2020 12:00:00 AM,2020,Central,BRANDISH WEAPON
200307448,02/11/2020 12:00:00 AM,2200,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
201007103,03/11/2020 12:00:00 AM,1030,West Valley,BATTERY - SIMPLE ASSAULT
200206990,02/27/2020 12:00:00 AM,900,Rampart,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200307576,02/26/2020 12:00:00 AM,1830,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200512230,07/24/2020 12:00:00 AM,1940,Harbor,"THEFT, PERSON"
200809316,04/30/2020 12:00:00 AM,1530,West LA,BURGLARY
201107506,03/15/2020 12:00:00 AM,1115,Northeast,BATTERY - SIMPLE ASSAULT
200812830,07/29/2020 12:00:00 AM,420,West LA,BURGLARY
200106129,01/30/2020 12:00:00 AM,1400,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED
200811555,07/06/2020 12:00:00 AM,1100,West LA,BATTERY - SIMPLE ASSAULT
201008429,04/25/2020 12:00:00 AM,2330,West Valley,THEFT OF IDENTITY
200904386,01/06/2020 12:00:00 AM,1000,Van Nuys,THEFT OF IDENTITY
200400639,02/24/2020 12:00:00 AM,1120,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200406335,02/28/2020 12:00:00 AM,1930,Hollenbeck,VEHICLE - STOLEN
200107924,02/26/2020 12:00:00 AM,2010,Central,ROBBERY
200514728,09/16/2020 12:00:00 AM,1200,Harbor,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT
200306631,02/14/2020 12:00:00 AM,2045,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT
200108194,03/01/2020 12:00:00 AM,855,Central,BATTERY - SIMPLE ASSAULT
200509237,05/08/2020 12:00:00 AM,2100,Harbor,BATTERY - SIMPLE ASSAULT
200812454,07/30/2020 12:00:00 AM,1230,West LA,THEFT OF IDENTITY
200505871,02/13/2020 12:00:00 AM,1910,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200813537,08/18/2020 12:00:00 AM,739,West LA,THEFT PLAIN - PETTY ($950 & UNDER)
200905210,01/27/2020 12:00:00 AM,1830,Van Nuys,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200406135,02/23/2020 12:00:00 AM,2104,Hollenbeck,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
200210837,05/31/2020 12:00:00 AM,1950,Rampart,BURGLARY
200207088,02/29/2020 12:00:00 AM,1600,Rampart,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200816830,11/23/2020 12:00:00 AM,2200,West LA,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
200807804,03/28/2020 12:00:00 AM,1710,West LA,BATTERY - SIMPLE ASSAULT
200113377,06/12/2020 12:00:00 AM,930,Central,CRIMINAL THREATS - NO WEAPON DISPLAYED
200906690,02/27/2020 12:00:00 AM,2042,Van Nuys,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
200405937,02/19/2020 12:00:00 AM,1950,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT
200506548,02/28/2020 12:00:00 AM,1700,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200307215,02/23/2020 12:00:00 AM,930,Southwest,OTHER MISCELLANEOUS CRIME
200707895,03/21/2020 12:00:00 AM,1,Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200911189,06/16/2020 12:00:00 AM,1500,Van Nuys,THEFT OF IDENTITY
200407470,04/01/2020 12:00:00 AM,1,Hollenbeck,VEHICLE - STOLEN
201114511,10/10/2020 12:00:00 AM,1200,Northeast,VEHICLE - STOLEN
200707488,03/15/2020 12:00:00 AM,2120,Wilshire,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200714432,09/30/2020 12:00:00 AM,2030,Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200904790,01/18/2020 12:00:00 AM,1115,Van Nuys,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
200307506,02/27/2020 12:00:00 AM,1625,Southwest,ROBBERY
200604769,01/17/2020 12:00:00 AM,100,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
200307509,02/18/2020 12:00:00 AM,1500,Southwest,THEFT PLAIN - PETTY ($950 & UNDER)
201007473,03/21/2020 12:00:00 AM,2200,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT
201007856,04/07/2020 12:00:00 AM,2100,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT
200107797,02/25/2020 12:00:00 AM,15,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
